date,body_part,exercise,set_no,weight_kg,reps,volume_kg
2023-11-09,Legs,Lying Leg curls,4,15.0,8.0,120.0
2023-11-09,Legs,Lying Leg curls,5,15.0,8.0,120.0
2023-11-09,Legs,Leg press,1,40.0,13.0,520.0
2023-11-09,Legs,Leg press,2,50.0,10.0,500.0
2023-11-09,Legs,Leg press,3,50.0,10.0,500.0
2023-11-09,Legs,Leg press,5,50.0,10.0,500.0
2023-11-09,Legs,Bench press,3,30.0,8.0,240.0
2023-11-09,Legs,Calf raises,1,15.0,12.0,180.0
2023-11-09,Legs,Leg press,4,50.0,12.0,600.0
2023-11-09,Legs,Calf raises,3,15.0,14.0,210.0
2023-11-09,Legs,Bench press,1,30.0,8.0,240.0
2023-11-09,Legs,Calf raises,2,15.0,13.0,195.0
2023-11-09,Legs,Incline dumbbell press,3,15.0,8.0,120.0
2023-11-09,Legs,Incline dumbbell press,2,15.0,8.0,120.0
2023-11-09,Legs,Incline dumbbell press,1,15.0,8.0,120.0
2023-11-09,Legs,Incline dumbbell press,4,15.0,9.0,135.0
2023-11-09,Legs,OHP,2,7.5,20.0,150.0
2023-11-09,Legs,OHP,1,7.5,20.0,150.0
2023-11-09,Legs,Calf raises,4,15.0,11.0,165.0
2023-11-09,Legs,OHP,3,10.0,10.0,100.0
2023-11-16,Legs,Calf raises,2,15.0,15.0,225.0
2023-11-16,Legs,OHP,3,12.5,10.0,125.0
2023-11-16,Legs,OHP,2,12.5,10.0,125.0
2023-11-16,Legs,OHP,1,12.5,11.0,137.5
2023-11-16,Legs,Calf raises,5,17.5,10.0,175.0
2023-11-16,Legs,Calf raises,4,17.5,11.0,192.5
2023-11-16,Legs,Calf raises,3,17.5,12.0,210.0
2023-11-16,Legs,Leg press,5,50.0,10.0,500.0
2023-11-16,Legs,Calf raises,1,15.0,15.0,225.0
2023-11-16,Legs,Leg press,3,50.0,10.0,500.0
2023-11-16,Legs,Lying Leg curls,2,15.0,9.0,135.0
2023-11-16,Legs,Lying Leg curls,3,15.0,8.0,120.0
2023-11-16,Legs,Lying Leg curls,4,15.0,7.0,105.0
2023-11-16,Legs,Lying Leg curls,1,15.0,10.0,150.0
2023-11-16,Legs,Leg press,1,50.0,12.0,600.0
2023-11-16,Legs,Leg press,2,50.0,10.0,500.0
2023-11-16,Legs,Lying Leg curls,5,15.0,8.0,120.0
2023-11-16,Legs,Leg press,4,50.0,10.0,500.0
2023-11-17,Push,Tricep pushdown,3,25.0,8.0,200.0
2023-11-17,Push,Overhead triceps extension,3,5.0,9.0,45.0
2023-11-17,Push,Tricep pushdown,2,25.0,10.0,250.0
2023-11-17,Push,Tricep pushdown,1,25.0,12.0,300.0
2023-11-17,Push,Lateral raises,5,5.0,15.0,75.0
2023-11-17,Push,Lateral raises,4,3.0,21.0,63.0
2023-11-17,Push,Lateral raises,3,5.0,15.0,75.0
2023-11-17,Push,Lateral raises,2,5.0,16.0,80.0
2023-11-17,Push,Lateral raises,1,5.0,18.0,90.0
2023-11-17,Push,Overhead triceps extension,1,5.0,11.0,55.0
2023-11-17,Push,Incline dumbbell press,4,15.0,6.0,90.0
2023-11-17,Push,Incline dumbbell press,3,15.0,10.0,150.0
2023-11-17,Push,Incline dumbbell press,2,15.0,9.0,135.0
2023-11-17,Push,Incline dumbbell press,1,15.0,10.0,150.0
2023-11-17,Push,Bench press,4,35.0,8.0,280.0
2023-11-17,Push,Bench press,3,35.0,8.0,280.0
2023-11-17,Push,Bench press,2,35.0,8.0,280.0
2023-11-17,Push,Bench press,1,30.0,10.0,300.0
2023-11-17,Push,Overhead triceps extension,2,5.0,10.0,50.0
2023-11-18,Pull,Preacher curls,2,10.0,8.0,80.0
2023-11-18,Pull,Preacher curls,3,3.0,8.0,24.0
2023-11-18,Pull,Preacher curls,4,3.0,10.0,30.0
2023-11-18,Pull,Preacher curls,1,10.0,10.0,100.0
2023-11-18,Pull,Rev pec dec,2,15.0,12.0,180.0
2023-11-18,Pull,Rev pec dec,3,20.0,8.0,160.0
2023-11-18,Pull,Rev pec dec,1,15.0,12.0,180.0
2023-11-18,Pull,Lat Pulldown,4,40.0,9.0,360.0
2023-11-18,Pull,Lat pullover,1,20.0,11.0,220.0
2023-11-18,Pull,Lat Pulldown,2,30.0,9.0,270.0
2023-11-18,Pull,Lat Pulldown,1,30.0,9.0,270.0
2023-11-18,Pull,Cable rows,3,30.0,15.0,450.0
2023-11-18,Pull,Cable rows,2,30.0,12.0,360.0
2023-11-18,Pull,Cable rows,1,25.0,15.0,375.0
2023-11-18,Pull,Lat pullover,3,20.0,8.0,160.0
2023-11-18,Pull,Lat pullover,2,20.0,9.0,180.0
2023-11-18,Pull,Lat Pulldown,3,30.0,9.0,270.0
2023-11-20,Pull,Rev pec dec,3,20.0,8.0,160.0
2023-11-20,Pull,Rev pec dec,2,20.0,8.0,160.0
2023-11-20,Pull,Rev pec dec,1,15.0,13.0,195.0
2023-11-20,Pull,Preacher curls,4,3.0,8.0,24.0
2023-11-20,Pull,Preacher curls,3,15.0,5.0,75.0
2023-11-20,Pull,Preacher curls,2,10.0,9.0,90.0
2023-11-20,Pull,Preacher curls,1,10.0,10.0,100.0
2023-11-20,Pull,Cable rows,4,32.0,15.0,480.0
2023-11-20,Pull,Cable rows,3,32.0,13.0,416.0
2023-11-20,Pull,Cable rows,2,32.0,12.0,384.0
2023-11-20,Pull,Cable rows,1,27.0,13.0,351.0
2023-11-20,Pull,Lat Pulldown,3,40.0,8.0,320.0
2023-11-20,Pull,Lat Pulldown,2,30.0,10.0,300.0
2023-11-20,Pull,Lat Pulldown,1,30.0,10.0,300.0
2023-11-20,Pull,Lat pullover,3,20.0,9.0,180.0
2023-11-20,Pull,Lat pullover,2,20.0,11.0,220.0
2023-11-20,Pull,Lat pullover,1,20.0,12.0,240.0
2023-11-21,Legs,Calf raises,2,15.0,12.0,180.0
2023-11-21,Legs,Calf raises,3,15.0,13.0,195.0
2023-11-21,Legs,Calf raises,4,15.0,11.0,165.0
2023-11-21,Legs,OHP,2,12.5,12.0,150.0
2023-11-21,Legs,OHP,1,12.5,12.0,150.0
2023-11-21,Legs,OHP,3,12.5,12.0,150.0
2023-11-21,Legs,Calf raises,1,15.0,13.0,195.0
2023-11-21,Legs,Calf raises,5,15.0,11.0,165.0
2023-11-21,Legs,Leg press,5,50.0,10.0,500.0
2023-11-21,Legs,Lying Leg curls,2,15.0,9.0,135.0
2023-11-21,Legs,Leg press,3,50.0,10.0,500.0
2023-11-21,Legs,Leg press,2,50.0,10.0,500.0
2023-11-21,Legs,Leg press,1,50.0,12.0,600.0
2023-11-21,Legs,Lying Leg curls,5,20.0,7.0,140.0
2023-11-21,Legs,Lying Leg curls,4,15.0,8.0,120.0
2023-11-21,Legs,Lying Leg curls,3,15.0,8.0,120.0
2023-11-21,Legs,Lying Leg curls,1,15.0,10.0,150.0
2023-11-21,Legs,Leg press,4,50.0,10.0,500.0
2023-11-22,Push,Lateral raises,1,5.0,16.0,80.0
2023-11-22,Push,Lateral raises,2,5.0,16.0,80.0
2023-11-22,Push,Lateral raises,3,5.0,15.0,75.0
2023-11-22,Push,Lateral raises,4,5.0,15.0,75.0
2023-11-22,Push,Triceps pushdown,3,25.0,11.0,275.0
2023-11-22,Push,Triceps pushdown,1,25.0,11.0,275.0
2023-11-22,Push,Triceps pushdown,2,25.0,11.0,275.0
2023-11-22,Push,Overhead triceps extension,3,5.0,9.0,45.0
2023-11-22,Push,Lateral raises,5,5.0,10.0,50.0
2023-11-22,Push,Overhead triceps extension,2,5.0,11.0,55.0
2023-11-22,Push,Incline dumbbell press,1,12.5,10.0,125.0
2023-11-22,Push,Incline dumbbell press,4,12.5,8.0,100.0
2023-11-22,Push,Incline dumbbell press,3,12.5,9.0,112.5
2023-11-22,Push,Incline dumbbell press,2,12.5,8.0,100.0
2023-11-22,Push,Overhead triceps extension,1,5.0,12.0,60.0
2023-11-22,Push,Bench press,5,35.0,8.0,280.0
2023-11-22,Push,Bench press,4,35.0,8.0,280.0
2023-11-22,Push,Bench press,3,35.0,8.0,280.0
2023-11-22,Push,Bench press,2,35.0,8.0,280.0
2023-11-22,Push,Bench press,1,30.0,12.0,360.0
2023-11-24,Lower,Leg extension,2,40.0,10.0,400.0
2023-11-24,Lower,Leg extension,1,40.0,10.0,400.0
2023-11-24,Lower,OHP,3,12.5,10.0,125.0
2023-11-24,Lower,OHP,2,12.5,9.0,112.5
2023-11-24,Lower,OHP,1,12.5,11.0,137.5
2023-11-24,Lower,Calf raises,3,15.0,10.0,150.0
2023-11-24,Lower,Calf raises,2,15.0,12.0,180.0
2023-11-24,Lower,Leg press,2,60.0,8.0,480.0
2023-11-24,Lower,Leg press,3,60.0,8.0,480.0
2023-11-24,Lower,Leg press,1,60.0,10.0,600.0
2023-11-24,Lower,Lying Leg curls,3,20.0,10.0,200.0
2023-11-24,Lower,Lying Leg curls,2,20.0,7.0,140.0
2023-11-24,Lower,Lying Leg curls,1,20.0,9.0,180.0
2023-11-24,Lower,Calf raises,1,15.0,14.0,210.0
2023-11-25,Upper,Lat Pulldown,2,30.0,7.0,210.0
2023-11-25,Upper,Cable rows,2,25.0,12.0,300.0
2023-11-25,Upper,Cable rows,1,25.0,12.0,300.0
2023-11-25,Upper,Lat Pulldown,3,40.0,10.0,400.0
2023-11-25,Upper,Incline dumbbell press,3,15.0,6.0,90.0
2023-11-25,Upper,Lat Pulldown,1,30.0,10.0,300.0
2023-11-25,Upper,Incline dumbbell press,1,15.0,6.0,90.0
2023-11-25,Upper,Bench press,3,35.0,10.0,350.0
2023-11-25,Upper,Bench press,2,35.0,10.0,350.0
2023-11-25,Upper,Bench press,1,35.0,10.0,350.0
2023-11-25,Upper,Incline dumbbell press,2,15.0,7.0,105.0
2023-11-27,Pull,Preacher curls,1,10.0,10.0,100.0
2023-11-27,Pull,Rev pec dec,3,20.0,8.0,160.0
2023-11-27,Pull,Rev pec dec,2,20.0,7.0,140.0
2023-11-27,Pull,Rev pec dec,1,15.0,12.0,180.0
2023-11-27,Pull,Preacher curls,4,3.0,10.0,30.0
2023-11-27,Pull,Preacher curls,3,10.0,7.0,70.0
2023-11-27,Pull,Preacher curls,2,10.0,9.0,90.0
2023-11-27,Pull,Cable rows,4,37.0,11.0,407.0
2023-11-27,Pull,Cable rows,2,32.0,12.0,384.0
2023-11-27,Pull,Cable rows,1,32.0,12.0,384.0
2023-11-27,Pull,Lat Pulldown,3,40.0,8.0,320.0
2023-11-27,Pull,Lat Pulldown,2,30.0,9.0,270.0
2023-11-27,Pull,Lat Pulldown,1,30.0,10.0,300.0
2023-11-27,Pull,Lat pullover,3,25.0,6.0,150.0
2023-11-27,Pull,Lat pullover,2,25.0,8.0,200.0
2023-11-27,Pull,Lat pullover,1,20.0,12.0,240.0
2023-11-27,Pull,Cable rows,3,32.0,13.0,416.0
2023-11-28,Legs,OHP,3,12.5,10.0,125.0
2023-11-28,Legs,Calf raises,2,15.0,12.0,180.0
2023-11-28,Legs,Calf raises,3,15.0,11.0,165.0
2023-11-28,Legs,Calf raises,1,15.0,13.0,195.0
2023-11-28,Legs,Calf raises,5,17.5,10.0,175.0
2023-11-28,Legs,OHP,1,12.5,10.0,125.0
2023-11-28,Legs,OHP,2,12.5,10.0,125.0
2023-11-28,Legs,Calf raises,4,17.5,9.0,157.5
2023-11-28,Legs,Leg press,5,60.0,8.0,480.0
2023-11-28,Legs,Leg press,1,50.0,11.0,550.0
2023-11-28,Legs,Leg press,3,60.0,8.0,480.0
2023-11-28,Legs,Lying leg curls,1,15.0,10.0,150.0
2023-11-28,Legs,Lying leg curls,2,15.0,8.0,120.0
2023-11-28,Legs,Lying leg curls,3,15.0,9.0,135.0
2023-11-28,Legs,Leg press,4,60.0,8.0,480.0
2023-11-28,Legs,Lying leg curls,5,20.0,7.0,140.0
2023-11-28,Legs,Leg press,2,50.0,10.0,500.0
2023-11-28,Legs,Lying leg curls,4,15.0,8.0,120.0
2023-11-29,Push,Triceps pushdown,3,30.0,12.0,360.0
2023-11-29,Push,Overhead triceps extension,3,5.0,10.0,50.0
2023-11-29,Push,Triceps pushdown,1,25.0,12.0,300.0
2023-11-29,Push,Lateral raises,5,5.0,14.0,70.0
2023-11-29,Push,Lateral raises,4,5.0,13.0,65.0
2023-11-29,Push,Lateral raises,3,5.0,13.0,65.0
2023-11-29,Push,Lateral raises,2,5.0,15.0,75.0
2023-11-29,Push,Lateral raises,1,5.0,17.0,85.0
2023-11-29,Push,Overhead triceps extension,2,5.0,11.0,55.0
2023-11-29,Push,Triceps pushdown,2,30.0,10.0,300.0
2023-11-29,Push,Bench press,4,35.0,8.0,280.0
2023-11-29,Push,Bench press,3,35.0,8.0,280.0
2023-11-29,Push,Bench press,2,35.0,8.0,280.0
2023-11-29,Push,Bench press,1,35.0,8.0,280.0
2023-11-29,Push,Incline dumbbell press,4,15.0,8.0,120.0
2023-11-29,Push,Incline dumbbell press,3,15.0,8.0,120.0
2023-11-29,Push,Incline dumbbell press,2,15.0,8.0,120.0
2023-11-29,Push,Incline dumbbell press,1,15.0,8.0,120.0
2023-11-29,Push,Overhead triceps extension,1,5.0,12.0,60.0
2023-12-01,Lower,Leg extension,2,35.0,9.0,315.0
2023-12-01,Lower,Leg extension,1,35.0,10.0,350.0
2023-12-01,Lower,OHP,3,15.0,7.0,105.0
2023-12-01,Lower,OHP,2,12.5,9.0,112.5
2023-12-01,Lower,OHP,1,12.5,8.0,100.0
2023-12-01,Lower,Calf raises,4,15.0,10.0,150.0
2023-12-01,Lower,Calf raises,3,15.0,11.0,165.0
2023-12-01,Lower,Calf raises,2,15.0,12.0,180.0
2023-12-01,Lower,Leg press,3,60.0,9.0,540.0
2023-12-01,Lower,Leg press,2,60.0,8.0,480.0
2023-12-01,Lower,Leg press,1,60.0,10.0,600.0
2023-12-01,Lower,Lying leg curls,3,20.0,7.0,140.0
2023-12-01,Lower,Lying leg curls,2,15.0,8.0,120.0
2023-12-01,Lower,Lying leg curls,1,15.0,10.0,150.0
2023-12-01,Lower,Calf raises,1,15.0,13.0,195.0
2023-12-02,Upper,Preacher curls,2,10.0,7.0,70.0
2023-12-02,Upper,Preacher curls,3,10.0,9.0,90.0
2023-12-02,Upper,Overhead triceps extension,1,5.0,11.0,55.0
2023-12-02,Upper,Overhead triceps extension,2,5.0,10.0,50.0
2023-12-02,Upper,Lateral raises,2,5.0,13.0,65.0
2023-12-02,Upper,Lateral raises,1,5.0,15.0,75.0
2023-12-02,Upper,Lateral raises,3,5.0,12.0,60.0
2023-12-02,Upper,Preacher curls,1,10.0,9.0,90.0
2023-12-02,Upper,Overhead triceps extension,3,5.0,11.0,55.0
2023-12-02,Upper,Cable rows,3,35.0,11.0,385.0
2023-12-02,Upper,Bench press,1,35.0,8.0,280.0
2023-12-02,Upper,Cable rows,1,30.0,13.0,390.0
2023-12-02,Upper,Cable rows,2,35.0,11.0,385.0
2023-12-02,Upper,Bench press,3,35.0,8.0,280.0
2023-12-02,Upper,Incline dumbbell press,1,15.0,10.0,150.0
2023-12-02,Upper,Incline dumbbell press,2,15.0,8.0,120.0
2023-12-02,Upper,Bench press,2,35.0,8.0,280.0
2023-12-02,Upper,Lat Pulldown,1,30.0,9.0,270.0
2023-12-02,Upper,Lat Pulldown,2,35.0,7.0,245.0
2023-12-02,Upper,Lat Pulldown,3,40.0,8.0,320.0
2023-12-02,Upper,Incline dumbbell press,3,15.0,8.0,120.0
2023-12-04,Pull,Lat pullover,3,25.0,6.0,150.0
2023-12-04,Pull,Rev pec dec,3,15.0,13.0,195.0
2023-12-04,Pull,Rev pec dec,1,15.0,13.0,195.0
2023-12-04,Pull,Preacher curls,3,15.0,5.0,75.0
2023-12-04,Pull,Preacher curls,2,10.0,10.0,100.0
2023-12-04,Pull,Preacher curls,1,10.0,10.0,100.0
2023-12-04,Pull,Lat pullover,2,25.0,8.0,200.0
2023-12-04,Pull,Rev pec dec,2,20.0,9.0,180.0
2023-12-04,Pull,Cable rows,4,35.0,11.0,385.0
2023-12-04,Pull,Cable rows,3,35.0,12.0,420.0
2023-12-04,Pull,Cable rows,2,30.0,12.0,360.0
2023-12-04,Pull,Cable rows,1,30.0,13.0,390.0
2023-12-04,Pull,Lat Pulldown,3,40.0,7.0,280.0
2023-12-04,Pull,Lat Pulldown,2,30.0,10.0,300.0
2023-12-04,Pull,Lat Pulldown,1,30.0,11.0,330.0
2023-12-04,Pull,Lat pullover,1,25.0,9.0,225.0
2023-12-18,Legs,Calf raises,5,15.0,11.0,165.0
2023-12-18,Legs,Calf raises,4,15.0,11.0,165.0
2023-12-18,Legs,Calf raises,3,15.0,10.0,150.0
2023-12-18,Legs,Calf raises,2,15.0,10.0,150.0
2023-12-18,Legs,Calf raises,1,15.0,12.0,180.0
2023-12-18,Legs,Leg press,5,40.0,8.0,320.0
2023-12-18,Legs,Leg press,4,40.0,8.0,320.0
2023-12-18,Legs,Leg press,3,40.0,10.0,400.0
2023-12-18,Legs,Leg press,1,40.0,10.0,400.0
2023-12-18,Legs,Lying Leg curls,5,20.0,6.0,120.0
2023-12-18,Legs,Lying Leg curls,4,15.0,7.0,105.0
2023-12-18,Legs,Lying Leg curls,3,15.0,7.0,105.0
2023-12-18,Legs,Lying Leg curls,2,15.0,8.0,120.0
2023-12-18,Legs,Lying Leg curls,1,15.0,9.0,135.0
2023-12-18,Legs,Leg press,2,40.0,10.0,400.0
2023-12-19,Pull,Preacher curls,1,5.0,15.0,75.0
2023-12-19,Pull,Rev pec dec,3,15.0,10.0,150.0
2023-12-19,Pull,Rev pec dec,2,15.0,12.0,180.0
2023-12-19,Pull,Rev pec dec,1,10.0,12.0,120.0
2023-12-19,Pull,Preacher curls,4,5.0,13.0,65.0
2023-12-19,Pull,Preacher curls,3,5.0,12.0,60.0
2023-12-19,Pull,Preacher curls,2,5.0,12.0,60.0
2023-12-19,Pull,Lat Pulldown,2,20.0,10.0,200.0
2023-12-19,Pull,Lat Pulldown,3,30.0,10.0,300.0
2023-12-19,Pull,Cable rows,4,20.0,15.0,300.0
2023-12-19,Pull,Lat Pulldown,1,20.0,10.0,200.0
2023-12-19,Pull,Lat pullover,2,15.0,12.0,180.0
2023-12-19,Pull,Lat pullover,3,15.0,12.0,180.0
2023-12-19,Pull,Lat pullover,4,15.0,12.0,180.0
2023-12-19,Pull,Lat pullover,1,15.0,12.0,180.0
2023-12-19,Pull,Cable rows,2,20.0,15.0,300.0
2023-12-19,Pull,Cable rows,3,15.0,15.0,225.0
2023-12-19,Pull,Cable rows,1,20.0,15.0,300.0
2023-12-20,Push,Triceps pushdown,3,20.0,15.0,300.0
2023-12-20,Push,Overhead triceps extension,3,5.0,8.0,40.0
2023-12-20,Push,Overhead triceps extension,1,5.0,11.0,55.0
2023-12-20,Push,Lateral raises,5,5.0,14.0,70.0
2023-12-20,Push,Lateral raises,4,5.0,14.0,70.0
2023-12-20,Push,Lateral raises,3,5.0,16.0,80.0
2023-12-20,Push,Lateral raises,2,5.0,16.0,80.0
2023-12-20,Push,Lateral raises,1,5.0,15.0,75.0
2023-12-20,Push,Triceps pushdown,2,20.0,13.0,260.0
2023-12-20,Push,Overhead triceps extension,2,5.0,8.0,40.0
2023-12-20,Push,Incline dumbbell press,4,12.5,10.0,125.0
2023-12-20,Push,Incline dumbbell press,3,12.5,10.0,125.0
2023-12-20,Push,Incline dumbbell press,2,12.5,10.0,125.0
2023-12-20,Push,Incline dumbbell press,1,12.5,7.0,87.5
2023-12-20,Push,Bench press,4,30.0,10.0,300.0
2023-12-20,Push,Bench press,3,30.0,10.0,300.0
2023-12-20,Push,Bench press,2,30.0,10.0,300.0
2023-12-20,Push,Bench press,1,30.0,10.0,300.0
2023-12-20,Push,Triceps pushdown,1,20.0,15.0,300.0
2023-12-22,Lower,Leg extension,3,30.0,10.0,300.0
2023-12-22,Lower,Leg extension,2,30.0,10.0,300.0
2023-12-22,Lower,Leg extension,1,30.0,10.0,300.0
2023-12-22,Lower,OHP,3,12.5,9.0,112.5
2023-12-22,Lower,OHP,2,12.5,10.0,125.0
2023-12-22,Lower,OHP,1,10.0,15.0,150.0
2023-12-22,Lower,Lying leg curls,3,15.0,11.0,165.0
2023-12-22,Lower,Lying leg curls,2,15.0,7.0,105.0
2023-12-22,Lower,Calf raises,3,15.0,11.0,165.0
2023-12-22,Lower,Calf raises,2,15.0,12.0,180.0
2023-12-22,Lower,Calf raises,1,15.0,12.0,180.0
2023-12-22,Lower,Leg press,3,40.0,8.0,320.0
2023-12-22,Lower,Leg press,2,40.0,11.0,440.0
2023-12-22,Lower,Leg press,1,40.0,10.0,400.0
2023-12-22,Lower,Lying leg curls,1,15.0,9.0,135.0
2023-12-23,Upper,Lateral raises,1,5.0,15.0,75.0
2023-12-23,Upper,Lateral raises,2,5.0,15.0,75.0
2023-12-23,Upper,Overhead triceps extension,3,5.0,9.0,45.0
2023-12-23,Upper,Preacher curls,1,5.0,11.0,55.0
2023-12-23,Upper,Overhead triceps extension,1,5.0,11.0,55.0
2023-12-23,Upper,Preacher curls,3,10.0,7.0,70.0
2023-12-23,Upper,Overhead triceps extension,2,5.0,10.0,50.0
2023-12-23,Upper,Incline dumbbell press,3,12.5,8.0,100.0
2023-12-23,Upper,Preacher curls,2,10.0,8.0,80.0
2023-12-23,Upper,Incline dumbbell press,2,12.5,10.0,125.0
2023-12-23,Upper,Lateral raises,3,5.0,15.0,75.0
2023-12-23,Upper,Bench press,3,30.0,10.0,300.0
2023-12-23,Upper,Bench press,2,30.0,10.0,300.0
2023-12-23,Upper,Bench press,1,30.0,10.0,300.0
2023-12-23,Upper,Cable rows,3,23.0,12.0,276.0
2023-12-23,Upper,Cable rows,2,20.0,15.0,300.0
2023-12-23,Upper,Cable rows,1,20.0,15.0,300.0
2023-12-23,Upper,Lat Pulldown,4,30.0,10.0,300.0
2023-12-23,Upper,Lat Pulldown,3,30.0,10.0,300.0
2023-12-23,Upper,Lat Pulldown,2,30.0,10.0,300.0
2023-12-23,Upper,Lat Pulldown,1,35.0,9.0,315.0
2023-12-23,Upper,Incline dumbbell press,1,12.5,10.0,125.0
2023-12-25,Legs,Calf raises,3,15.0,12.0,180.0
2023-12-25,Legs,Calf raises,2,15.0,12.0,180.0
2023-12-25,Legs,Calf raises,1,15.0,11.0,165.0
2023-12-25,Legs,Leg press,4,40.0,8.0,320.0
2023-12-25,Legs,Leg press,3,40.0,10.0,400.0
2023-12-25,Legs,Leg press,1,40.0,11.0,440.0
2023-12-25,Legs,Lying leg curls,4,15.0,8.0,120.0
2023-12-25,Legs,Lying leg curls,3,15.0,7.0,105.0
2023-12-25,Legs,Lying leg curls,2,15.0,7.0,105.0
2023-12-25,Legs,Lying leg curls,1,15.0,9.0,135.0
2023-12-25,Legs,Leg press,2,40.0,10.0,400.0
2023-12-26,Push,Triceps pushdown,3,25.0,11.0,275.0
2023-12-26,Push,Overhead triceps extension,3,5.0,8.0,40.0
2023-12-26,Push,Overhead triceps extension,2,5.0,10.0,50.0
2023-12-26,Push,Overhead triceps extension,1,5.0,10.0,50.0
2023-12-26,Push,Lateral raises,4,5.0,14.0,70.0
2023-12-26,Push,Lateral raises,3,5.0,14.0,70.0
2023-12-26,Push,Lateral raises,2,5.0,15.0,75.0
2023-12-26,Push,Lateral raises,1,5.0,17.0,85.0
2023-12-26,Push,Triceps pushdown,2,25.0,9.0,225.0
2023-12-26,Push,Incline dumbbell press,2,12.5,10.0,125.0
2023-12-26,Push,Bench press,4,30.0,10.0,300.0
2023-12-26,Push,Bench press,3,30.0,10.0,300.0
2023-12-26,Push,Bench press,2,30.0,9.0,270.0
2023-12-26,Push,Bench press,1,30.0,10.0,300.0
2023-12-26,Push,Incline dumbbell press,4,12.5,9.0,112.5
2023-12-26,Push,Incline dumbbell press,3,12.5,10.0,125.0
2023-12-26,Push,Incline dumbbell press,1,12.5,10.0,125.0
2023-12-26,Push,Triceps pushdown,1,20.0,12.0,240.0
2023-12-27,Pull,Preacher curls,3,10.0,8.0,80.0
2023-12-27,Pull,Rev pec dec,2,15.0,10.0,150.0
2023-12-27,Pull,Rev pec dec,1,15.0,11.0,165.0
2023-12-27,Pull,Lat pullover,3,25.0,9.0,225.0
2023-12-27,Pull,Lat pullover,2,25.0,9.0,225.0
2023-12-27,Pull,Lat pullover,1,20.0,15.0,300.0
2023-12-27,Pull,Preacher curls,4,10.0,8.0,80.0
2023-12-27,Pull,Preacher curls,2,10.0,9.0,90.0
2023-12-27,Pull,Rev pec dec,3,15.0,10.0,150.0
2023-12-27,Pull,Cable rows,4,32.0,12.0,384.0
2023-12-27,Pull,Cable rows,3,27.0,12.0,324.0
2023-12-27,Pull,Cable rows,2,27.0,12.0,324.0
2023-12-27,Pull,Cable rows,1,23.0,11.0,253.0
2023-12-27,Pull,Lat Pulldown,3,30.0,8.0,240.0
2023-12-27,Pull,Lat Pulldown,2,30.0,10.0,300.0
2023-12-27,Pull,Lat Pulldown,1,25.0,12.0,300.0
2023-12-27,Pull,Preacher curls,1,10.0,10.0,100.0
2023-12-29,Lower,OHP,3,15.0,10.0,150.0
2023-12-29,Lower,OHP,2,12.5,10.0,125.0
2023-12-29,Lower,OHP,1,12.5,10.0,125.0
2023-12-29,Lower,Leg extension,3,30.0,10.0,300.0
2023-12-29,Lower,Leg extension,2,30.0,10.0,300.0
2023-12-29,Lower,Leg extension,1,30.0,10.0,300.0
2023-12-29,Lower,Calf raises,2,15.0,11.0,165.0
2023-12-29,Lower,Calf raises,3,15.0,10.0,150.0
2023-12-29,Lower,Leg press,3,40.0,11.0,440.0
2023-12-29,Lower,Leg press,2,40.0,10.0,400.0
2023-12-29,Lower,Leg press,1,40.0,12.0,480.0
2023-12-29,Lower,Lying leg curls,3,15.0,8.0,120.0
2023-12-29,Lower,Lying leg curls,2,15.0,9.0,135.0
2023-12-29,Lower,Lying leg curls,1,15.0,10.0,150.0
2023-12-29,Lower,Calf raises,1,15.0,12.0,180.0
2023-12-30,Upper,Lat Pulldown,3,30.0,8.0,240.0
2023-12-30,Upper,Lat raises,1,5.0,17.0,85.0
2023-12-30,Upper,Lat raises,2,5.0,16.0,80.0
2023-12-30,Upper,Lat raises,3,5.0,16.0,80.0
2023-12-30,Upper,Preacher curls,1,10.0,10.0,100.0
2023-12-30,Upper,Overhead triceps extension,2,5.0,10.0,50.0
2023-12-30,Upper,Preacher curls,2,10.0,9.0,90.0
2023-12-30,Upper,Preacher curls,3,10.0,8.0,80.0
2023-12-30,Upper,Overhead triceps extension,1,5.0,11.0,55.0
2023-12-30,Upper,Lat Pulldown,2,30.0,10.0,300.0
2023-12-30,Upper,Cable rows,3,27.0,15.0,405.0
2023-12-30,Upper,Cable rows,2,27.0,15.0,405.0
2023-12-30,Upper,Cable rows,1,27.0,15.0,405.0
2023-12-30,Upper,Bench press,3,35.0,8.0,280.0
2023-12-30,Upper,Bench press,2,35.0,8.0,280.0
2023-12-30,Upper,Bench press,1,30.0,10.0,300.0
2023-12-30,Upper,Incline dumbbell press,3,15.0,10.0,150.0
2023-12-30,Upper,Incline dumbbell press,2,15.0,10.0,150.0
2023-12-30,Upper,Incline dumbbell press,1,12.5,12.0,150.0
2023-12-30,Upper,Lat Pulldown,1,25.0,12.0,300.0
2024-01-01,Legs,Standing calf raises,2,5.0,15.0,75.0
2024-01-01,Legs,Standing calf raises,3,5.0,15.0,75.0
2024-01-01,Legs,Cable crunches,1,41.0,13.0,533.0
2024-01-01,Legs,Sitting calf raises,2,20.0,11.0,220.0
2024-01-01,Legs,Cable crunches,3,41.0,11.0,451.0
2024-01-01,Legs,Sitting calf raises,1,20.0,13.0,260.0
2024-01-01,Legs,Standing calf raises,1,5.0,12.0,60.0
2024-01-01,Legs,Cable crunches,2,41.0,12.0,492.0
